class_id,class_name,support,predicted,precision,recall,f1
1211,Resume writing on paper|paper form+pen+smartphone,0,0,0.0,0.0,0.0
1212,Pick up paper star|paper+paper star+pen+smartphone+star collection+water bottle,0,0,0.0,0.0,0.0
1213,Place paper star in row|paper+paper star+pen+smartphone+star collection+water bottle,0,0,0.0,0.0,0.0
1214,Manipulate star|paper+paper stars+pen+stationery box+water bottle,0,0,0.0,0.0,0.0
1215,Manipulate paper star|document+paper stars+pen+phone+water bottle,0,0,0.0,0.0,0.0
1216,Arrange paper stars|paper sheet+paper stars+pen+phone+table+water bottle,0,0,0.0,0.0,0.0
1217,Manipulate paper stars|paper list+paper stars+pen+smartphone+water bottle,0,0,0.0,0.0,0.0
1218,Cut cardboard grid|cardboard grid+scissors+smartphone+water bottle,0,0,0.0,0.0,0.0
1219,Pick up power bank|power bank,0,0,0.0,0.0,0.0
1220,Move to box|power bank+small item,0,0,0.0,0.0,0.0
1221,Pick up small item|box+small items,0,0,0.0,0.0,0.0
1222,Pick up small item|box+small item+small items,0,0,0.0,0.0,0.0
1223,Pick up small item|small item,0,0,0.0,0.0,0.0
1224,Walk away|small item,0,0,0.0,0.0,0.0
1225,Walk away|power bank+small item,0,0,0.0,0.0,0.0
1226,Walking to sink|handheld device,0,0,0.0,0.0,0.0
1227,Washing hands|handheld device,0,0,0.0,0.0,0.0
1228,Washing hands|handheld device+sink+soap dispenser+water faucet,0,0,0.0,0.0,0.0
1229,Rub hands together|faucet+scoop+sink+soap bottle,0,0,0.0,0.0,0.0
1230,Finish washing hands|faucet+scoop+sink+soap bottle,0,0,0.0,0.0,0.0
1231,Pick up paper towel|paper towel+sink,0,0,0.0,0.0,0.0
1232,Dry hands|paper towel,0,0,0.0,0.0,0.0
1233,Dry hands|hands+paper towel,0,0,0.0,0.0,0.0
1234,Discard paper towel|mirror+paper towel,0,0,0.0,0.0,0.0
1235,Discard paper towel|mirror+paper towel+trash bin,0,0,0.0,0.0,0.0
1236,Discard paper towel|paper towel+trash bin,0,0,0.0,0.0,0.0
1237,Observe workspace|cardboard sheet+ruler+scissors+smartphone+water bottle,0,0,0.0,0.0,0.0
1238,Cut cardboard|cardboard+scissors+smartphone+water bottle,0,0,0.0,0.0,0.0
1239,Separate cardboard piece|cardboard sheet+scissors+water bottle,0,0,0.0,0.0,0.0
1240,Separate cardboard piece|cardboard sheet+cut-out cardboard piece+scissors+water bottle,0,0,0.0,0.0,0.0
1241,Pick up paper strip|collection of folded stars+paper strips+table,0,0,0.0,0.0,0.0
1242,Begin folding paper strip|paper strips+single blue paper strip,0,0,0.0,0.0,0.0
1243,Begin folding paper strip|blue paper strip+hands+paper strips+single blue paper strip,0,0,0.0,0.0,0.0
1244,Begin folding paper strip|blue paper strip+hands,0,0,0.0,0.0,0.0
1245,Fold paper strip|colored paper strips+table,0,0,0.0,0.0,0.0
1246,Fold paper strip into a star|paper star+paper strip+table,0,24,0.0,0.0,0.0
1247,Manipulate paper star|folded paper star+hands,0,0,0.0,0.0,0.0
1248,Prepare paper strip|hands+paper strip,0,3,0.0,0.0,0.0
1249,Manipulate paper strip|bead pile+paper star pile+paper strip+water bottle,0,0,0.0,0.0,0.0
1250,Continue folding paper strip|folded paper stars+paper strips,0,0,0.0,0.0,0.0
1251,Place star on table|finished paper stars+paper strip+table,0,0,0.0,0.0,0.0
1252,Fold paper strip into lucky star|lucky stars+paper strip+pen holder+smartphone,0,0,0.0,0.0,0.0
1253,Fold paper strip|lucky stars+paper strip+pen holder+smartphone,0,0,0.0,0.0,0.0
1254,Fold lucky star|lucky star+paper strip,0,0,0.0,0.0,0.0
1255,Fold lucky star|lucky star+paper strip+pen holder+phone,0,0,0.0,0.0,0.0
1256,Manipulate paper star|lucky star+paper strip+pen holder+smartphone,0,0,0.0,0.0,0.0
1257,Manipulate paper strip|beads+desk+yellow paper strip,0,0,0.0,0.0,0.0
1258,Manipulate folded paper star|paper strips+piles of paper stars+yellow folded paper star,0,1,0.0,0.0,0.0
1259,Release paper star|piles of paper stars+smartphone+yellow folded paper star,0,0,0.0,0.0,0.0
1260,Grasp paper strip|cup of pens+smartphone+yellow paper strip,0,0,0.0,0.0,0.0
1261,Sort colored tiles|cardboard squares+mobile phone+red markers+small colored tiles,0,0,0.0,0.0,0.0
1262,Pick up colored tile|blue tile+pile of tiles+power bank+smartphone,0,0,0.0,0.0,0.0
1263,Place colored tile|blue tile+pile of tiles+power bank+smartphone,0,0,0.0,0.0,0.0
1264,Sort tiles|colored tiles+power bank+smartphone,0,0,0.0,0.0,0.0
1265,Sort tiles|cardboard squares+colored tiles+power bank+smartphone,0,2,0.0,0.0,0.0
1266,Sort tiles|cardboard squares+colored tiles,0,0,0.0,0.0,0.0
1267,Sort tiles by color|box+colored tiles+power bank+smartphone,0,0,0.0,0.0,0.0
1268,Use phone|box cutter+colored tiles+orange cloth+smartphone,0,0,0.0,0.0,0.0
1269,Place phone on table|colored tiles+smartphone,0,1,0.0,0.0,0.0
1270,Write on notepad|beads+notepad+pen,0,1,0.0,0.0,0.0
1271,Reach for beads|beads+notepad+pen,0,25,0.0,0.0,0.0
1272,Write on notepad|beads+notepad+pen+ruler+smartphone,0,0,0.0,0.0,0.0
1273,Sort beads|beads+notepad+pen,0,3,0.0,0.0,0.0
1274,Writing on notepad|assorted beads+notepad+pen,0,28,0.0,0.0,0.0
1275,Reaching for beads|assorted beads+notepad+pen,0,30,0.0,0.0,0.0
1276,Cut section from newspaper|newspaper+scissors+smartphone,0,0,0.0,0.0,0.0
1277,Tear newspaper|newspaper+scissors+smartphone,0,0,0.0,0.0,0.0
1278,Hold newspaper|newspaper+phone+scissors+table,0,2,0.0,0.0,0.0
1279,Hold and align newspaper|newspaper+scissors+smartphone,0,4,0.0,0.0,0.0
1280,Fold newspaper|newspaper+scissors,0,0,0.0,0.0,0.0
1281,Reposition newspaper|newspaper+scissors,0,0,0.0,0.0,0.0
1282,Cut newspaper|newspaper+scissors,0,76,0.0,0.0,0.0
1283,Cut along the edge of the newspaper|newspaper+scissors+table,0,0,0.0,0.0,0.0
1284,Cut along the newspaper edge|newspaper+scissors+table,0,4,0.0,0.0,0.0
1285,Browsing mobile phone|newspaper+scissors+smartphone,0,3,0.0,0.0,0.0
1286,Browse mobile phone|mobile phone+newspaper+scissors,0,0,0.0,0.0,0.0
1287,Cut newspaper with scissors|newspaper+scissors,0,3,0.0,0.0,0.0
1288,Place scissors on table|newspaper+scissors+smartphone,0,0,0.0,0.0,0.0
1289,Sort blue star-shaped pieces|blue star-shaped pieces+cardboard box+power bank+purple star-shaped pieces+smartphone,0,0,0.0,0.0,0.0
1290,Sort small plastic pieces|paper+phone+power bank+star-shaped plastic pieces+table,0,0,0.0,0.0,0.0
1291,Reach for more pieces|cardboard box+phone+power bank+star-shaped plastic pieces+table,0,0,0.0,0.0,0.0
1292,Sort plastic pieces|cardboard box+plastic pieces+power bank+smartphone,0,0,0.0,0.0,0.0
1293,Write on paper|paper+pen+plastic pieces+smartphone,0,0,0.0,0.0,0.0
1294,Gather pieces|paper+pen+plastic pieces,0,0,0.0,0.0,0.0
1295,Move pieces into box|cardboard box+plastic pieces+smartphone,0,0,0.0,0.0,0.0
1296,Gather pieces into box|cardboard box+purple plastic pieces,0,0,0.0,0.0,0.0
1297,Pick up phone|smartphone,0,0,0.0,0.0,0.0
1298,Use phone|smartphone,0,7,0.0,0.0,0.0
1299,Typing on phone|cardboard box+power bank+smartphone,0,0,0.0,0.0,0.0
1300,Scrolling or navigating on phone|cardboard box+power bank+smartphone,0,3,0.0,0.0,0.0
1301,Scrolling and viewing content on phone|cardboard box+desk+phone+power bank,0,0,0.0,0.0,0.0
1302,Pick up item from shelf|electronic accessory box+shelf,0,0,0.0,0.0,0.0
1303,Place item in shopping bag|electronic accessory box+shopping bag,0,0,0.0,0.0,0.0
1304,Pick up charging cable|mcdodo charging cable package+shopping bag,0,0,0.0,0.0,0.0
1305,Hold electronic item|packaged charging cable+shopping bag,0,0,0.0,0.0,0.0
1306,Pick up electronic item|electronic item+shelf+shopping bag,0,0,0.0,0.0,0.0
1307,Wipe electronic item|blue cloth+electronic device+shopping bag,0,0,0.0,0.0,0.0
1308,Inspect electronic item|blue cloth+electronic device,0,0,0.0,0.0,0.0
1309,Place item in bag|electronic device+shopping bag,0,0,0.0,0.0,0.0
1310,Place item in bag|cleaning cloth+electronic device box+shopping bag,0,0,0.0,0.0,0.0
1311,Select another item|boxed phone,0,0,0.0,0.0,0.0
1312,Inspect smartphone box|shelf+smartphone box,0,0,0.0,0.0,0.0
1313,Hold smartphone box|cleaning cloth+orange shopping bag+smartphone box,0,0,0.0,0.0,0.0
1314,Examine product|boxed electronic product+cloth+orange shopping bag,0,0,0.0,0.0,0.0
1315,Examine product|boxed electronic product+cardboard display box+cloth+orange shopping bag,0,0,0.0,0.0,0.0
1316,Examine product|boxed electronic product+cardboard display box+cloth,0,0,0.0,0.0,0.0
1317,Examine product|boxed electronic product+cloth,0,0,0.0,0.0,0.0
1318,Pick up canned item|canned item+plastic container+shelf,0,2,0.0,0.0,0.0
1319,Place item on shelf|canned item+shelf,0,0,0.0,0.0,0.0
1320,Pick up another canned item|canned item+plastic container,0,38,0.0,0.0,0.0
1321,Carry plastic container|plastic container,0,0,0.0,0.0,0.0
1322,Place container on floor|canned items+plastic container,0,0,0.0,0.0,0.0
1323,Place container on floor|canned items+cardboard box+plastic container,0,2,0.0,0.0,0.0
1324,Pick up container|floor+plastic container,0,0,0.0,0.0,0.0
1325,Move towards shelf|floor+plastic container,0,11,0.0,0.0,0.0
1326,Place items on shelf|canned goods+plastic container+shelf,0,0,0.0,0.0,0.0
1327,Place container on shelf|container+plastic crate,0,0,0.0,0.0,0.0
1328,Place container on shelf|container+plastic crate+shelf,0,1,0.0,0.0,0.0
1329,Reach for another container|container+plastic crate,0,58,0.0,0.0,0.0
1330,Reach for container|retail shelf+soup can,0,7,0.0,0.0,0.0
1331,Reach for container|retail shelf+soup can+soup cans+storage container,0,1,0.0,0.0,0.0
1332,Place storage container on floor|plastic storage container+shelves,0,1,0.0,0.0,0.0
1333,Place storage container on floor|cardboard boxes+plastic storage container+shelves+shopping bag,0,2,0.0,0.0,0.0
1334,Release container|cardboard boxes+plastic storage container+shopping bag,0,8,0.0,0.0,0.0
1335,Pick up storage container|floor+storage container,0,15,0.0,0.0,0.0
1336,Move container toward shelf|floor+storage container,0,2,0.0,0.0,0.0
1337,Move container toward shelf|floor+shelf+storage container,0,0,0.0,0.0,0.0
1338,Position container on shelf|shelf+storage container,0,17,0.0,0.0,0.0
1339,Remove lid from container|lid+storage container,0,5,0.0,0.0,0.0
1340,Pick up canned goods|canned goods+shelf+storage container,0,0,0.0,0.0,0.0
1341,Place canned goods in container|canned goods+storage container,0,12,0.0,0.0,0.0
1342,Pick up product from bin|canned goods+plastic bin+yellow boxes,0,21,0.0,0.0,0.0
1343,Place product on shelf|yellow box,0,6,0.0,0.0,0.0
1344,Pick up next product from bin|shelf+yellow box,0,0,0.0,0.0,0.0
1345,Pick up next product from bin|shelf+yellow box+yellow jar,0,3,0.0,0.0,0.0
1346,Reorganize bin contents|food containers+plastic bin,0,6,0.0,0.0,0.0
1347,Move bin|jar+plastic bin+shelf,0,10,0.0,0.0,0.0
1348,Walking along the aisle|product containers+shelf+stool,0,0,0.0,0.0,0.0
1349,Observe stocking|products+shelves+stools,0,0,0.0,0.0,0.0
1350,Observe stocking|cardboard box+products+shelves+stools,0,0,0.0,0.0,0.0
1351,Observe stocking|cardboard box+shelves,0,0,0.0,0.0,0.0
1352,Move plastic storage bin|cardboard boxes+clear plastic storage bin+orange shopping bag,0,18,0.0,0.0,0.0
1353,Move plastic storage bin|cardboard boxes+clear plastic storage bin+orange shopping bag+utility knife,0,0,0.0,0.0,0.0
1354,Place canned food in bin|canned food+plastic storage bin,0,1,0.0,0.0,0.0
1355,Place canned food on shelf|canned food+plastic bin,0,5,0.0,0.0,0.0
1356,Place canned food on shelf|canned food+plastic bin+store shelf,0,0,0.0,0.0,0.0
1357,Place canned food on shelf|canned food+store shelf,5,0,0.0,0.0,0.0
1358,Hold container of canned food|canned food+plastic container,0,0,0.0,0.0,0.0
1359,Hold container of canned food|canned food+colleague+plastic container,0,1,0.0,0.0,0.0
1360,Move towards aisle|canned food+plastic container,0,0,0.0,0.0,0.0
1361,Move towards aisle|canned food+cardboard boxes+plastic container+shelving unit,0,3,0.0,0.0,0.0
1362,Approach restocking supplies|aisle+floor,0,0,0.0,0.0,0.0
1363,Pick up plastic container|box+plastic container,0,0,0.0,0.0,0.0
1364,Walk towards aisle|plastic container,0,0,0.0,0.0,0.0
1365,Move along the shelves|plastic container+shelves,0,0,0.0,0.0,0.0
1366,Move along the shelves|plastic container+products+shelves,0,0,0.0,0.0,0.0
1367,Move pineapple chips|food product bag+pineapple chips pouch+shelf,0,0,0.0,0.0,0.0
1368,Move pineapple chips|food jars+food product bag+mulberries box+pineapple chips pouch+shelf,0,1,0.0,0.0,0.0
1369,Move pineapple chips|food jars+mulberries box+pineapple chips pouch,0,0,0.0,0.0,0.0
1370,Forming quilled paper shape|colored paper strips+phone+piles of quilled shapes+plastic bag+water bottle,0,0,0.0,0.0,0.0
1371,Manipulate quilled paper shape|desk+quilled paper shape,0,4,0.0,0.0,0.0
1372,Place quilled paper shape|desk+quilled paper shape,0,5,0.0,0.0,0.0
1373,Retrieve paper strip|desk+quilled paper shape pile,0,1,0.0,0.0,0.0
1374,Retrieve paper strip|desk+paper strip+quilled paper shape pile,0,0,0.0,0.0,0.0
1375,Retrieve paper strip|desk+paper strip,0,0,0.0,0.0,0.0
1376,Select paper strip|paper strip+smartphone+table+water bottle,0,0,0.0,0.0,0.0
1377,Select paper strip|paper strip+smartphone+table,0,0,0.0,0.0,0.0
1378,Manipulate quilled paper strip|paper strip+smartphone+table,0,1,0.0,0.0,0.0
1379,Manipulate quilled paper strips|quilled paper strips+table,0,3,0.0,0.0,0.0
1380,Manipulate quilled paper strips|quilled paper strips+smartphone+table+water bottle,0,1,0.0,0.0,0.0
1381,Transition to standing position|quilled paper strips+smartphone+table+water bottle,0,0,0.0,0.0,0.0
1382,Observe paper quilling station|quilled paper strips+scissors+table,0,13,0.0,0.0,0.0
1383,Sort quilled paper pieces|chair+paper quilling pieces+table,0,0,0.0,0.0,0.0
1384,Sort quilled paper pieces|paper quilling pieces+table,0,71,0.0,0.0,0.0
1385,Walk towards storage area|quilled paper stars,0,5,0.0,0.0,0.0
1386,Walk towards storage area|cardboard boxes+quilled paper stars,0,0,0.0,0.0,0.0
1387,Walk towards storage area|cardboard boxes,0,1,0.0,0.0,0.0
1388,Hold device and cable|paper pieces,0,0,0.0,0.0,0.0
1389,Hold device and cable|electronic device+paper pieces+white cable,0,0,0.0,0.0,0.0
1390,Hold device and cable|electronic device+white cable,0,6,0.0,0.0,0.0
1391,Move piece to pile|quilled paper pieces+water bottle,0,0,0.0,0.0,0.0
1392,Manipulate quilled paper|hand+quilled paper pieces+table,0,2,0.0,0.0,0.0
1393,Pick up smartphone|person+quilled paper pieces+table,0,1,0.0,0.0,0.0
1394,Hold smartphone|pens+plastic bag+quilled paper pieces+smartphone+water bottle,0,0,0.0,0.0,0.0
1395,Pick up and sort cardboard|cardboard pieces+smartphone+table+water bottle,0,0,0.0,0.0,0.0
1396,Sort and arrange cardboard pieces|cardboard pieces+smartphone+water bottle,0,0,0.0,0.0,0.0
1397,Move camera over surface|wooden surface,0,0,0.0,0.0,0.0
1398,Reach for cardboard piece|cardboard pieces+smartphone+table+water bottle,0,1,0.0,0.0,0.0
1399,Hold phone|cardboard pieces+smartphone+water bottle,0,0,0.0,0.0,0.0
1400,Lock phone|cardboard pieces+smartphone+water bottle,0,0,0.0,0.0,0.0
1401,Sort and stack cardboard pieces|cardboard pieces+smartphone+water bottle,0,0,0.0,0.0,0.0
1402,Use smartphone|cardboard pieces+laptop+smartphone+water bottle,0,0,0.0,0.0,0.0
1403,Mark list with pen|colored beads+paper list+pen+power bank+table,0,1,0.0,0.0,0.0
1404,Sort beads|colored beads+paper list+pen+table,0,15,0.0,0.0,0.0
1405,Mark paper list|beads+paper list+pen,0,0,0.0,0.0,0.0
1406,Adjust bead piles|beads+paper list+pen,0,1,0.0,0.0,0.0
1407,Sort blue beads|blue beads+paper list+pen,0,19,0.0,0.0,0.0
1408,Move blue beads|blue beads+paper list+pen+router,0,0,0.0,0.0,0.0
1409,Place down pen|blue beads+paper list+pen,0,0,0.0,0.0,0.0
1410,Move away from desk|chair+desk+person,0,1,0.0,0.0,0.0
1411,Walking through the office|chairs+desk+remote controller,0,20,0.0,0.0,0.0
1412,Walk towards table|controller,0,6,0.0,0.0,0.0
1413,Place controller on table|controller+table,0,0,0.0,0.0,0.0
1414,Place controller on table|beads+controller+table,0,2,0.0,0.0,0.0
1415,Observe workspace|black bag+blue beads+controller+documents+pen+purple beads+white beads+yellow beads,0,1,0.0,0.0,0.0
1416,Observe workspace|black bag+blue beads+controller+documents+pen+power bank+purple beads+router+white beads+yellow beads,0,0,0.0,0.0,0.0
1417,Observe workspace|blue beads+documents+pen+power bank+router,0,0,0.0,0.0,0.0
1418,Write on paper|blue beads+notepad+pen,0,14,0.0,0.0,0.0
1419,Resume sorting blue beads|blue beads+notepad+pen,0,1,0.0,0.0,0.0
1420,Reach for beads|beads+paper+pen+power bank,0,0,0.0,0.0,0.0
1421,Sort beads by color|blue beads+paper with writing+pen+power bank+router,0,2,0.0,0.0,0.0
1422,Cut cardboard shape|cardboard+scissors+smartphone,0,22,0.0,0.0,0.0
1423,Fold cardboard shape|cardboard+smartphone,0,0,0.0,0.0,0.0
1424,Reach for cardboard box|cardboard boxes,0,0,0.0,0.0,0.0
1425,Reach for cardboard box|cardboard+cardboard boxes,0,0,0.0,0.0,0.0
1426,Reach for object|cardboard,0,0,0.0,0.0,0.0
1427,Reach for object|cardboard+ruler+scissors+smartphone,0,0,0.0,0.0,0.0
1428,Cut cardboard|cardboard shape+cardboard sheet+scissors+smartphone,0,3,0.0,0.0,0.0
1429,Release cardboard shape|cardboard shape+scissors+smartphone,0,0,0.0,0.0,0.0
1430,Release cardboard shape|cardboard+cardboard shape+scissors+smartphone,0,0,0.0,0.0,0.0
1431,Release cardboard shape|cardboard+scissors+smartphone,0,0,0.0,0.0,0.0
1432,Reposition hands|cardboard sheet+cut cardboard triangles+scissors,0,0,0.0,0.0,0.0
1433,Reposition hands|cardboard piece+cardboard sheet+cut cardboard triangles+scissors+smartphone,0,0,0.0,0.0,0.0
1434,Cut cardboard piece|cardboard base+cardboard piece+scissors+smartphone,0,0,0.0,0.0,0.0
1435,Rolling paper strip|blue paper strip+earbuds case+marker+phone+pile of quilled paper coils,0,9,0.0,0.0,0.0
1436,Finishing coil|paper coil+smartphone,0,3,0.0,0.0,0.0
1437,Selecting new paper strip|paper coil+paper strips+smartphone,0,0,0.0,0.0,0.0
1438,Start folding paper strip|blue paper strip+earbud case+pen+quilling paper set+smartphone,0,2,0.0,0.0,0.0
1439,Folding paper strip|blue paper strip+smartphone,0,1,0.0,0.0,0.0
1440,Positioning paper strip|blue paper strip+marker+paper stack+smartphone,0,0,0.0,0.0,0.0
1441,Manipulate quilling paper|blue paper strip+earbud case+paper strips fan+pen+phone,0,52,0.0,0.0,0.0
1442,Grasp electronic object|charger+earbud case+paper strips fan+pen+phone,0,0,0.0,0.0,0.0
1443,Walk towards workspace|chairs+tables+vr headsets,0,0,0.0,0.0,0.0
1444,Approach workstation|chairs+tables+vr headsets,0,0,0.0,0.0,0.0
1445,Approach workstation|cardboard box+chairs+paper scraps+table+tables+vr headsets,0,1,0.0,0.0,0.0
1446,Approach workstation|cardboard box+paper scraps+table,0,4,0.0,0.0,0.0
1447,Interaction with coworker|cardboard box with contents+person with vr headset,0,3,0.0,0.0,0.0
1448,Observe workspace|cardboard box+fire extinguisher+table,0,0,0.0,0.0,0.0
1449,Observe workspace|cardboard box+table,0,1,0.0,0.0,0.0
1450,Walk through workspace|corridor+desk+people,0,2,0.0,0.0,0.0
1451,Manipulate small object|earbuds+pen+power adapter+quilling paper strips+smartphone+table,0,25,0.0,0.0,0.0
1452,Manipulate paper quilling piece|blue paper quilling strip+earbud case+paper quilling stack+pen+smartphone,0,3,0.0,0.0,0.0
1453,Hold quilled paper piece|black marker+paper strips pack+quilling paper piece+smartphone,0,7,0.0,0.0,0.0
1454,Reach for paper strip|paper strips pack+quilling paper piece+smartphone,0,0,0.0,0.0,0.0
1455,Pull paper strip|paper strip+quilled art piece+smartphone,0,0,0.0,0.0,0.0
1456,Hold and align paper strip|blue paper strip+earbud case+pen+quilling paper holder+smartphone,0,6,0.0,0.0,0.0
1457,Hold and rotate paper strip|marker+mobile phone+paper quilling pile+paper strip,0,10,0.0,0.0,0.0
1458,Marking cardboard piece|box cutter+cardboard piece+cutting mat+desk+pen+phone+scissors+water bottle,0,0,0.0,0.0,0.0
1459,Hold and mark cardboard piece|cardboard pieces+mobile phone+pen+scissors+utility knife,0,0,0.0,0.0,0.0
1460,Hold and mark cardboard piece|blue pen+cardboard pieces+mobile phone+pen+scissors+utility knife,0,0,0.0,0.0,0.0
1461,Mark cardboard piece|blue pen+cardboard piece+cardboard stack+scissors+utility knife,0,0,0.0,0.0,0.0
1462,Place cardboard piece|cardboard piece+pen+scissors+smartphone+utility knife+water bottle,0,8,0.0,0.0,0.0
1463,Organize cardboard pieces|box cutter+cardboard pieces+pen+smartphone+water bottle,0,0,0.0,0.0,0.0
1464,Organize cardboard pieces|cardboard pieces+pen,0,0,0.0,0.0,0.0
1465,Walking towards workstation|cardboard boxes+chairs+colored items+office desks,0,0,0.0,0.0,0.0
1466,Move to desk|cardboard box+chair+table,0,0,0.0,0.0,0.0
1467,Sort small objects|cardboard box+chair+table,0,0,0.0,0.0,0.0
1468,Sort small objects|beads+cardboard box+chair+hand+table,0,0,0.0,0.0,0.0
1469,Sort small objects|beads+hand+table,0,0,0.0,0.0,0.0
1470,Gathering items|cardboard box+desk+small colored items,0,0,0.0,0.0,0.0
1471,Gathering items|cardboard box+small colored items,0,0,0.0,0.0,0.0
1472,Place items on table|cardboard box+small colored items,0,0,0.0,0.0,0.0
1473,Place items on table|cardboard box+charging cable+small colored items+smartphone,0,0,0.0,0.0,0.0
1474,Gathering colored beads|colored beads+power bank+smartphone+table,0,0,0.0,0.0,0.0
1475,Sort beads by color|beads pile+pen+smartphone+sorted beads collection,0,0,0.0,0.0,0.0
1476,Arrange beads by color|beads+phone+table,0,0,0.0,0.0,0.0
1477,Sort star-shaped objects by color|hand+purple star-shaped objects+table+yellow star-shaped objects,0,0,0.0,0.0,0.0
1478,Sort star-shaped objects|mobile phone+purple stars+yellow stars,0,0,0.0,0.0,0.0
1479,Sort yellow star-shaped objects|black power bank+purple star-shaped objects+yellow star-shaped objects,0,0,0.0,0.0,0.0
1480,Sort purple star-shaped objects|power bank+purple star-shaped objects+yellow star-shaped objects,0,0,0.0,0.0,0.0
1481,Pick up phone|power bank+purple star-shaped objects+smartphone+yellow star-shaped objects,0,0,0.0,0.0,0.0
1482,View phone screen|power bank+purple star-shaped objects+smartphone+yellow star-shaped objects,0,0,0.0,0.0,0.0
1483,Viewing phone screen|power bank+purple star-shaped objects+smartphone+yellow star-shaped objects,0,0,0.0,0.0,0.0
1484,Placing phone down|power bank+purple star-shaped objects+smartphone+yellow star-shaped objects,0,0,0.0,0.0,0.0
1485,Fold paper strip|cup+lucky stars pile+paper strip+pencil holder+power bank+smartphone,0,0,0.0,0.0,0.0
1486,Fold paper strip|lucky stars pile+paper strip,0,0,0.0,0.0,0.0
1487,Grasp paper strip|paper strip+pencil holder+pile of folded stars+smartphone,0,0,0.0,0.0,0.0
1488,Initiate star folding|paper strip+pencil holder+pile of folded stars+smartphone,0,0,0.0,0.0,0.0
1489,Initiate star folding|paper strip+pencil holder+pile of folded stars+pile of lucky stars+smartphone,0,0,0.0,0.0,0.0
1490,Initiate star folding|paper strip+pile of lucky stars,0,0,0.0,0.0,0.0
1491,Fold paper strip into lucky star|lucky stars pile+paper strip+table,0,0,0.0,0.0,0.0
1492,Manipulate paper strip|lucky stars pile+paper strip+pen holder+smartphone,0,0,0.0,0.0,0.0
1493,Fold paper star|lucky stars pile+paper strip+table,0,0,0.0,0.0,0.0
1494,Fold paper star|lucky stars pile+paper strip,0,0,0.0,0.0,0.0
1495,Place jar on shelf|can+jar+shelf,0,0,0.0,0.0,0.0
1496,Reach for item in box|cardboard box+food items+jar+nut bars,0,0,0.0,0.0,0.0
1497,Reach for item in box|cardboard box+food items+nut bars,0,0,0.0,0.0,0.0
1498,Pick up product from box|canned food+cardboard box+food product+plastic bin,0,0,0.0,0.0,0.0
1499,Pick up product from box|canned food+plastic bin,0,0,0.0,0.0,0.0
1500,Reach for next product|canned product+storage container,0,4,0.0,0.0,0.0
1501,Reach for next product|canned product,0,2,0.0,0.0,0.0
1502,Pick up canned product|canned product+shelf,0,1,0.0,0.0,0.0
1503,Reach for next canned product|canned product+shelf,0,0,0.0,0.0,0.0
1504,Pick up canned product|canned food+plastic bin,0,0,0.0,0.0,0.0
1505,Pick up plastic bin|canned goods+plastic bin,0,0,0.0,0.0,0.0
1506,Place product in box|canned food+cardboard box,0,0,0.0,0.0,0.0
1507,Release pickle jar|cardboard box+cleaning cloth+pickle jar,0,0,0.0,0.0,0.0
1508,Hold cleaning cloth|cardboard box+cleaning cloth+jar lids+pickle jar,0,0,0.0,0.0,0.0
1509,Hold cleaning cloth|cardboard box+cleaning cloth+jar lids,0,0,0.0,0.0,0.0
1510,Pick up product from box|bottled product+cardboard box,0,0,0.0,0.0,0.0
1511,Place jar into shelf box|cardboard box+glass jar,0,0,0.0,0.0,0.0
1512,Wipe grocery shelf|cleaning cloth+grocery shelf,0,0,0.0,0.0,0.0
1513,Pick up product|cardboard box+hand+packaged product+shelf,0,0,0.0,0.0,0.0
1514,Pick up product|hand+packaged product,0,0,0.0,0.0,0.0
1515,Place product in box|cardboard box+hand+packaged product,0,0,0.0,0.0,0.0
1516,Move product to box|cardboard box+food package+red rice package,0,0,0.0,0.0,0.0
1517,Move product to box|cardboard box+food package,0,0,0.0,0.0,0.0
1518,Rearrange buttons|black buttons+buttons+orange buttons+red buttons+table+watch,0,0,0.0,0.0,0.0
1519,Align button in row|black buttons+buttons+orange buttons+red buttons+table+watch+wristwatch,0,0,0.0,0.0,0.0
1520,Arrange buttons on table|black container+buttons+hand+hands+power adapter+soda can+table+watch,0,0,0.0,0.0,0.0
1521,Adjust red button|battery pack+black buttons+hand+orange buttons+red button+red buttons+right hand+table+wooden table,0,0,0.0,0.0,0.0
1522,Survey the table|black buttons+buttons+hand+orange buttons+person+phone+piles of buttons+red buttons+smartphone+table,0,0,0.0,0.0,0.0
1523,Arrange black buttons|button+buttons+hand+phone+smartphone+table,0,0,0.0,0.0,0.0
1524,Pick up red button|black buttons+buttons+hand+mobile phone+red buttons+smartphone+table+wrist watch,0,0,0.0,0.0,0.0
1525,Pick up red button|black button+black buttons+hand+phone+red buttons+table+watch,0,0,0.0,0.0,0.0
1526,Place red button|black button+black buttons+orange button+phone+red button+table+watch,0,0,0.0,0.0,0.0
1527,Move black button|buttons+hand+phone+table,0,0,0.0,0.0,0.0
1528,Move and place black buttons|black buttons+multicolored buttons+orange buttons+red buttons+table,0,0,0.0,0.0,0.0
1529,Arrange buttons in row|buttons+cylindrical container+mobile phone+table,0,0,0.0,0.0,0.0
1530,Align red button in row|buttons+green tube+phone+table+watch,0,0,0.0,0.0,0.0
1531,Place and align button|buttons+hand+line of buttons+red button+table,0,0,0.0,0.0,0.0
1532,Move hand|buttons+cell phone+cluster of buttons+hand+table+wooden table,0,0,0.0,0.0,0.0
