id,episode_id,split,start_frame,end_frame,main_task
dense_20f_stride10:55f345d5-aa45-4d75-829b-a6ec41dca2ed__ep7:qa:528,55f345d5-aa45-4d75-829b-a6ec41dca2ed__ep7,train,5400,5419,Measuring and marking a grid on cardboard
dense_20f_stride10:55f345d5-aa45-4d75-829b-a6ec41dca2ed__ep7:qa:529,55f345d5-aa45-4d75-829b-a6ec41dca2ed__ep7,train,5410,5429,Measuring and marking a grid on cardboard
dense_20f_stride10:55f345d5-aa45-4d75-829b-a6ec41dca2ed__ep7:qa:530,55f345d5-aa45-4d75-829b-a6ec41dca2ed__ep7,train,5420,5439,Measuring and marking a grid on cardboard
dense_20f_stride10:55f345d5-aa45-4d75-829b-a6ec41dca2ed__ep7:qa:567,55f345d5-aa45-4d75-829b-a6ec41dca2ed__ep7,train,5800,5819,Measuring and marking a grid on cardboard
dense_20f_stride10:55f345d5-aa45-4d75-829b-a6ec41dca2ed__ep7:qa:568,55f345d5-aa45-4d75-829b-a6ec41dca2ed__ep7,train,5810,5829,Measuring and marking a grid on cardboard
dense_20f_stride10:55f345d5-aa45-4d75-829b-a6ec41dca2ed__ep7:qa:569,55f345d5-aa45-4d75-829b-a6ec41dca2ed__ep7,train,5820,5839,Measuring and marking a grid on cardboard
dense_20f_stride10:55f345d5-aa45-4d75-829b-a6ec41dca2ed__ep7:qa:570,55f345d5-aa45-4d75-829b-a6ec41dca2ed__ep7,train,5830,5849,Measuring and marking a grid on cardboard
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:0,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,0,19,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:1,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,10,29,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:2,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,20,39,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:3,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,30,49,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:4,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,40,59,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:5,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,50,69,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:6,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,60,79,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:7,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,70,89,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:8,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,80,99,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:9,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,90,109,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:199,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,2000,2019,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:200,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,2010,2029,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:201,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,2020,2039,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:202,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,2030,2049,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:203,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,2040,2059,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:204,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,2050,2069,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:205,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,2060,2079,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:206,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,2070,2089,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:207,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,2080,2099,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:208,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,2090,2109,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:214,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,2160,2179,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:215,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,2170,2189,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:216,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,2180,2199,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:217,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,2190,2209,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:218,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,2200,2219,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:219,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,2210,2229,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:220,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,2220,2239,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:221,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,2230,2249,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:222,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,2240,2259,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:223,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,2250,2269,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:249,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,2520,2539,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:250,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,2530,2549,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:251,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,2540,2559,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:252,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,2550,2569,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:253,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,2560,2579,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:254,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,2570,2589,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:255,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,2580,2599,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:256,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,2590,2609,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:257,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,2600,2619,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:258,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,2610,2629,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:280,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,2840,2859,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:281,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,2850,2869,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:282,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,2860,2879,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:283,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,2870,2889,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:284,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,2880,2899,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:285,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,2890,2909,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:286,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,2900,2919,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:287,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,2910,2929,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:288,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,2920,2939,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:311,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,3160,3179,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:312,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,3170,3189,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:313,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,3180,3199,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:314,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,3190,3209,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:315,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,3200,3219,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:316,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,3210,3229,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:317,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,3220,3239,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:318,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,3230,3249,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:319,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,3240,3259,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:320,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,3250,3269,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:330,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,3360,3379,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:331,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,3370,3389,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:332,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,3380,3399,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:392,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,4000,4019,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:393,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,4010,4029,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:394,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,4020,4039,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:395,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,4030,4049,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:396,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,4040,4059,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:397,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,4050,4069,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:398,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,4060,4079,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:399,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,4070,4089,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:400,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,4080,4099,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:401,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,4090,4109,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:431,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,4400,4419,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:432,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,4410,4429,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:433,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,4420,4439,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:434,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,4430,4449,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:435,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,4440,4459,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:436,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,4450,4469,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:437,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,4460,4479,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:438,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,4470,4489,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:439,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,4480,4499,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:440,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,4490,4509,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:489,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,5000,5019,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:490,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,5010,5029,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:491,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,5020,5039,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:492,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,5030,5049,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:493,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,5040,5059,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:494,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,5050,5069,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:495,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,5060,5079,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:496,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,5070,5089,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:497,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,5080,5099,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:498,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,5090,5109,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:567,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,5800,5819,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:568,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,5810,5829,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:569,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,5820,5839,Sorting origami stars
dense_20f_stride10:cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5:qa:570,cd364707-88fc-43bd-a95b-61aee9f8bd20__ep5,train,5830,5849,Sorting origami stars
dense_20f_stride10:34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3:qa:0,34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3,train,0,19,Cutting and crafting cardboard shapes
dense_20f_stride10:34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3:qa:1,34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3,train,10,29,Cutting and crafting cardboard shapes
dense_20f_stride10:34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3:qa:2,34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3,train,20,39,Cutting and crafting cardboard shapes
dense_20f_stride10:34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3:qa:3,34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3,train,30,49,Cutting and crafting cardboard shapes
dense_20f_stride10:34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3:qa:4,34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3,train,40,59,Cutting and crafting cardboard shapes
dense_20f_stride10:34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3:qa:5,34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3,train,50,69,Cutting and crafting cardboard shapes
dense_20f_stride10:34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3:qa:6,34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3,train,60,79,Cutting and crafting cardboard shapes
dense_20f_stride10:34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3:qa:7,34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3,train,70,89,Cutting and crafting cardboard shapes
dense_20f_stride10:34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3:qa:19,34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3,train,200,219,Cutting and crafting cardboard shapes
dense_20f_stride10:34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3:qa:20,34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3,train,210,229,Cutting and crafting cardboard shapes
dense_20f_stride10:34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3:qa:21,34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3,train,220,239,Cutting and crafting cardboard shapes
dense_20f_stride10:34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3:qa:22,34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3,train,230,249,Cutting and crafting cardboard shapes
dense_20f_stride10:34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3:qa:23,34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3,train,240,259,Cutting and crafting cardboard shapes
dense_20f_stride10:34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3:qa:24,34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3,train,250,269,Cutting and crafting cardboard shapes
dense_20f_stride10:34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3:qa:25,34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3,train,260,279,Cutting and crafting cardboard shapes
dense_20f_stride10:34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3:qa:26,34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3,train,280,299,Cutting and crafting cardboard shapes
dense_20f_stride10:34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3:qa:27,34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3,train,290,309,Cutting and crafting cardboard shapes
dense_20f_stride10:34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3:qa:28,34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3,train,300,319,Cutting and crafting cardboard shapes
dense_20f_stride10:34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3:qa:29,34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3,train,310,329,Cutting and crafting cardboard shapes
dense_20f_stride10:34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3:qa:30,34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3,train,320,339,Cutting and crafting cardboard shapes
dense_20f_stride10:34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3:qa:31,34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3,train,330,349,Cutting and crafting cardboard shapes
dense_20f_stride10:34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3:qa:32,34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3,train,340,359,Cutting and crafting cardboard shapes
dense_20f_stride10:34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3:qa:69,34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3,train,720,739,Cutting and crafting cardboard shapes
dense_20f_stride10:34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3:qa:70,34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3,train,730,749,Cutting and crafting cardboard shapes
dense_20f_stride10:34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3:qa:71,34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3,train,740,759,Cutting and crafting cardboard shapes
dense_20f_stride10:34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3:qa:315,34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3,train,3200,3219,Cutting and crafting cardboard shapes
dense_20f_stride10:34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3:qa:316,34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3,train,3210,3229,Cutting and crafting cardboard shapes
dense_20f_stride10:34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3:qa:317,34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3,train,3220,3239,Cutting and crafting cardboard shapes
dense_20f_stride10:34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3:qa:318,34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3,train,3230,3249,Cutting and crafting cardboard shapes
dense_20f_stride10:34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3:qa:319,34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3,train,3240,3259,Cutting and crafting cardboard shapes
dense_20f_stride10:34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3:qa:320,34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3,train,3250,3269,Cutting and crafting cardboard shapes
dense_20f_stride10:34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3:qa:321,34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3,train,3260,3279,Cutting and crafting cardboard shapes
dense_20f_stride10:34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3:qa:326,34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3,train,3320,3339,Cutting and crafting cardboard shapes
dense_20f_stride10:34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3:qa:327,34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3,train,3330,3349,Cutting and crafting cardboard shapes
dense_20f_stride10:34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3:qa:328,34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3,train,3340,3359,Cutting and crafting cardboard shapes
dense_20f_stride10:34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3:qa:329,34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3,train,3350,3369,Cutting and crafting cardboard shapes
dense_20f_stride10:34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3:qa:330,34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3,train,3360,3379,Cutting and crafting cardboard shapes
dense_20f_stride10:34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3:qa:331,34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3,train,3370,3389,Cutting and crafting cardboard shapes
dense_20f_stride10:34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3:qa:332,34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3,train,3380,3399,Cutting and crafting cardboard shapes
dense_20f_stride10:34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3:qa:353,34353740-0ce5-4b2f-9394-f9fd9a19b8fe__ep3,train,3600,3619,Cutting and crafting cardboard shapes
